path,label
./outputs/kick/ELX_BTD_kick_mid_sauce.wav,kick
./outputs/kick/TS_VIRGO_beatbox_one_shot_voice_kick_block.wav,kick
./outputs/kick/JUST_kick_gut_punch.wav,kick
./outputs/kick/RKU_BLN_KICK015.wav,kick
./outputs/kick/RKU_BLN_KICK05.wav,kick
./outputs/kick/RKU_BLN_KICK029.wav,kick
./outputs/kick/TYNAN_kick_click_mofo.wav,kick
./outputs/kick/ELX_BTD_kick_the_punch.wav,kick
./outputs/kick/UMRU_kick_closet.wav,kick
./outputs/kick/TYNAN_kick_dubstep_punch.wav,kick
./outputs/kick/SKURABRST_kick_leaves.wav,kick
./outputs/kick/SLUMBERJACK_kick_one_shot_transient.wav,kick
./outputs/kick/SOPHIE_sub_with_kick_03_F.wav,kick
./outputs/kick/DKVPZ_kick_one_shot_percussive_01.wav,kick
./outputs/kick/WCT_kick_fire_analog.wav,kick
./outputs/kick/OS_UT2_Kick_6.wav,kick
./outputs/kick/SALVA_Club_Wave_tite_kick.wav,kick
./outputs/kick/EK_kick_gemini.wav,kick
./outputs/kick/JUST_kick_nuevo.wav,kick
./outputs/kick/PVP_Kick_Fleck.wav,kick
./outputs/kick/UMRU_kick_thick.wav,kick
./outputs/kick/ukg_kick_oris.wav,kick
./outputs/kick/ukg_kick_tamlin.wav,kick
./outputs/kick/MAT_ZO_kick_04.wav,kick
./outputs/kick/GRANDTHEFT_kick_love.wav,kick
./outputs/kick/MAT_ZO_kick_38.wav,kick
./outputs/kick/UMRU_kick_pointy.wav,kick
./outputs/kick/WCT_kick_furious_stomp.wav,kick
./outputs/kick/UZ_kick_sp_02_def.wav,kick
./outputs/kick/JUST_kick_nine_eight_nine.wav,kick
./outputs/kick/SLUMBERJACK_kick_one_shot_redline.wav,kick
./outputs/kick/RU_SP_kick_falling_brighter_Ab.wav,kick
./outputs/kick/ukg_kick_cris.wav,kick
./outputs/kick/GRANDTHEFT_kick_clean_like_dean.wav,kick
./outputs/kick/SALVA_Her_kick_simplewav.wav,kick
./outputs/kick/JUST_kick_card_board.wav,kick
./outputs/kick/XG_kick_one_shot_scorpio_v2.wav,kick
./outputs/kick/JUST_kick_matrix.wav,kick
./outputs/kick/SOPHIE_kick_dry_09.wav,kick
./outputs/kick/tp_90ukg_kick_pachanga.wav,kick
./outputs/kick/XG_kick_festival.wav,kick
./outputs/kick/JUST_kick_bong.wav,kick
./outputs/kick/JUST_kick_slicer.wav,kick
./outputs/kick/MAT_ZO_kick_12.wav,kick
./outputs/kick/MSKRB_kick_22.wav,kick
./outputs/kick/OS_UT2_Kick_5.wav,kick
./outputs/kick/KSHMR_Signature_Kick_04_Festival_of_Lights_D.wav,kick
./outputs/kick/SM43_vth_vnl_kick_live_pressed.wav,kick
./outputs/kick/OS_UT_Kick_15.wav,kick
./outputs/kick/PVP_Kick_Softy.wav,kick
./outputs/kick/JUST_kick_filter_thud.wav,kick
./outputs/kick/KSHMR_Signature_Kick_24_Underwater_C#.wav,kick
./outputs/kick/SKURABRST_kick_slammer.wav,kick
./outputs/kick/KSHMR_Jungle_Kick_02.wav,kick
./outputs/kick/MAT_ZO_kick_13.wav,kick
./outputs/kick/UMRU_bass_one_shot_808_kicked_E.wav,kick
./outputs/kick/LTRX_kick_doker.wav,kick
./outputs/kick/nn_drum_120_forge_kick.wav,kick
./outputs/kick/IMAABS_kick_one_shot_disc_dem_01.wav,kick
./outputs/kick/RKU_LSS_Kick_One_Shot_Bleeps_3.wav,kick
./outputs/kick/tp_dr_genic_kick_punch_electronic.wav,kick
./outputs/kick/PVP_Kick_Balochi.wav,kick
./outputs/kick/RKU_BLN_KICK07.wav,kick
./outputs/kick/RKU_BLN_KICK017.wav,kick
./outputs/kick/nn_kick_flex.wav,kick
./outputs/kick/cj_kick_one_shot_live_mid_metr.wav,kick
./outputs/kick/IMAABS_kick_one_shot_ext_hardcore.wav,kick
./outputs/kick/XG_kick_one_shot_virgo_v2.wav,kick
./outputs/kick/TA_9DH_KICK_ONESHOT_909.wav,kick
./outputs/kick/KSHMR_Vinyl_Kick_04.wav,kick
./outputs/kick/EK_kick_blessingskick2ripsoundcloud.wav,kick
./outputs/kick/JUST_kick_eisley.wav,kick
./outputs/kick/RKU_BLN_KICK03.wav,kick
./outputs/kick/RKU_BLN_KICK013.wav,kick
./outputs/kick/08_DNB_Kicks.wav,kick
./outputs/kick/IQ_DH_Kick_09.wav,kick
./outputs/kick/ukg_kick_perfecto.wav,kick
./outputs/kick/MAT_ZO_kick_17.wav,kick
./outputs/kick/IMAABS_kick_one_shot_new_03.wav,kick
./outputs/kick/2sg_kick_evian.wav,kick
./outputs/kick/ldb_kick_one_shot_synthetic_low_burr.wav,kick
./outputs/kick/LLTXS_texcore_kick_one_shot_ltbk_04_F.wav,kick
./outputs/kick/OS_UT_Kick_11.wav,kick
./outputs/kick/2sg_kick_addict.wav,kick
./outputs/kick/KSHMR_Acoustic_Kick_10_Clean.wav,kick
./outputs/kick/SKURABRST_kick_bof.wav,kick
./outputs/kick/MDSN_CRMNCCI_kick_name.wav,kick
./outputs/kick/MAT_ZO_kick_16.wav,kick
./outputs/kick/ukg_kick_demand.wav,kick
./outputs/kick/ukg_kick_mello.wav,kick
./outputs/kick/繁登_OHat_Kick.wav,kick
./outputs/kick/RKU_BLN_KICK012.wav,kick
./outputs/kick/IQ_EC_Kick_05.wav,kick
./outputs/kick/IMAABS_kick_one_shot_vy_bass_01_G.wav,kick
./outputs/kick/XG_kick_one_shot_aquari_v2.wav,kick
./outputs/kick/Graves_kick_01.wav,kick
./outputs/kick/MEDASIN_IRENE_kick_kickaroo.wav,kick
./outputs/kick/DYRO_kick_punch_G.wav,kick
./outputs/kick/ff_btr_kick_low_tight.wav,kick
./outputs/kick/ELX_BTD_kick_click.wav,kick
./outputs/kick/SOPHIE_sub_with_kick_07_E.wav,kick
./outputs/kick/KSHMR_Vinyl_Kick_05.wav,kick
./outputs/kick/RKU_BLN_KICK038.wav,kick
./outputs/kick/KSHMR_Chest_Kick_01.wav,kick
./outputs/kick/RKU_DSP_ONESHOT_KICK019.wav,kick
./outputs/kick/DKVPZ_kick_one_shot_short.wav,kick
./outputs/kick/PVP_Kick_Rope.wav,kick
./outputs/kick/LF_kick_06_v2.wav,kick
./outputs/kick/EK_kick_mindremix.wav,kick
./outputs/kick/BBL_kick_show.wav,kick
./outputs/kick/MAT_ZO_kick_14.wav,kick
./outputs/kick/UZ_SS_kick_deep.wav,kick
./outputs/kick/RKU_LSS_Kick_One_Shot_CPU_10.wav,kick
./outputs/kick/MAT_ZO_kick_28.wav,kick
./outputs/kick/MSKRB_kick_24.wav,kick
./outputs/kick/EK_kick_threatz.wav,kick
./outputs/kick/OS_UT_Kick_13.wav,kick
./outputs/kick/WCT_kick_keplunk.wav,kick
./outputs/kick/OS_UT_Kick_12.wav,kick
./outputs/kick/EKALI_kick_babylon_drop.wav,kick
./outputs/kick/MAURICE_WEST_Yin_Yang_Kick_D#.wav,kick
./outputs/kick/TA_9DH_KICK_ONESHOT_DEEP.wav,kick
./outputs/kick/BBL_kick_micro_room.wav,kick
./outputs/kick/JUST_kick_pound.wav,kick
./outputs/kick/MAT_ZO_kick_29.wav,kick
./outputs/kick/MAT_ZO_kick_01.wav,kick
./outputs/kick/FULL_CRATE_kick_one_shot_sheesh.wav,kick
./outputs/kick/UMRU_kick_taut.wav,kick
./outputs/kick/DKVPZ_kick_one_shot_cool.wav,kick
./outputs/kick/ukg_kick_fenton.wav,kick
./outputs/kick/JUST_kick_full.wav,kick
./outputs/kick/LLTXS_texcore_kick_one_shot_resotex_E.wav,kick
./outputs/kick/JUST_kick_metal.wav,kick
./outputs/kick/EK_kick_thunk.wav,kick
./outputs/kick/RKU_DSP_ONESHOT_KICK018.wav,kick
./outputs/kick/MTVRA_140_vocal_dry_phonk_kickin_back_C#m.wav,kick
./outputs/kick/JUST_kick_family.wav,kick
./outputs/kick/RKU_BLN_KICK01.wav,kick
./outputs/kick/EK_kick_orphansson.wav,kick
./outputs/kick/XG_kick_one_shot_ophiuchus_v2.wav,kick
./outputs/kick/KSHMR_Top_Kick_08.wav,kick
./outputs/kick/MDSN_CRMNCCI_kick_celery.wav,kick
./outputs/kick/IMAABS_kick_one_shot_calypso_sub.wav,kick
./outputs/kick/KSHMR_Stomp_Kick_08.wav,kick
./outputs/kick/2sg_kick_acca.wav,kick
./outputs/kick/JUST_kick_808_pop_thud.wav,kick
./outputs/kick/JUST_kick_doctor.wav,kick
./outputs/kick/SOPHIE_kick_wet_06.wav,kick
./outputs/kick/ELX_BTD_fill_kick_fill_150.wav,kick
./outputs/kick/JM2_Kick_22.wav,kick
./outputs/kick/TYNAN_kick_cuts_right_through.wav,kick
./outputs/kick/2sg_kick_freeze.wav,kick
./outputs/kick/KSHMR_Kick_Enhancer_06_Stomp.wav,kick
./outputs/kick/ELX_BTD_kick_trap.wav,kick
./outputs/kick/LTRX_kick_eshay.wav,kick
./outputs/kick/CHE_Kick_07.wav,kick
./outputs/kick/ELX_BTD_kick_low_sauce.wav,kick
./outputs/kick/UMRU_kick_restart_widened.wav,kick
./outputs/kick/ELK_kick_one_shot_action.wav,kick
./outputs/kick/EKALI_kick_forever.wav,kick
./outputs/kick/GS_SB_KICK_FLA.wav,kick
./outputs/kick/EK_kick_phasey.wav,kick
./outputs/kick/PVP_Kick_Tadahiro.wav,kick
./outputs/kick/JUST_kick_inside.wav,kick
./outputs/kick/MAT_ZO_kick_66.wav,kick
./outputs/kick/cj_kick_one_shot_live_mid_fuzz.wav,kick
./outputs/kick/KSHMR_Punchy_Kick_32_F#.wav,kick
./outputs/kick/XG_kick_thump.wav,kick
./outputs/kick/ELX_BTD_kick_clippy_01.wav,kick
./outputs/kick/KSHMR_Acoustic_Kick_12_Natural.wav,kick
./outputs/kick/mta_kick_one_shot_low_saturate_roctone.wav,kick
./outputs/kick/LF_kick_06.wav,kick
./outputs/kick/CP3_Switch_Kick_1.wav,kick
./outputs/kick/KSHMR_Punchy_Kick_41_G#.wav,kick
./outputs/kick/EK_kick_longtime.wav,kick
./outputs/kick/KSHMR_Punchy_Kick_15_F.wav,kick
./outputs/kick/SKURABRST_kick_strong.wav,kick
./outputs/kick/RKU_DSP_ONESHOT_KICK01.wav,kick
./outputs/kick/MDSN_CRMNCCI_kick_large.wav,kick
./outputs/kick/TS_VIRGO_kick_one_shot_wet_knickerbockers.wav,kick
./outputs/kick/UMRU_kick_glass.wav,kick
./outputs/kick/MAT_ZO_kick_67.wav,kick
./outputs/kick/JUST_kick_heat.wav,kick
./outputs/kick/LLTXS_texcore_kick_one_shot_ltbk_01_F.wav,kick
./outputs/kick/MAT_ZO_kick_98.wav,kick
./outputs/kick/2sg_kick_blaze.wav,kick
./outputs/kick/CHE_Kick_12.wav,kick
./outputs/kick/INFEKT_kick_bingo_bongo_D#.wav,kick
./outputs/kick/TYNAN_kick_good_trap.wav,kick
./outputs/kick/OS_UT_Kick_1.wav,kick
./outputs/kick/SALVA_bbb_kick_muted.wav,kick
./outputs/kick/XG_kick_one_shot_donk_v2.wav,kick
./outputs/kick/2sg_kick_chancery.wav,kick
./outputs/kick/SOPHIE_kick_wet_13.wav,kick
./outputs/kick/SOPHIE_kick_wet_05.wav,kick
./outputs/kick/UZ_SS_kick_charge.wav,kick
./outputs/kick/SOPHIE_kick_wet_11.wav,kick
./outputs/kick/MAT_ZO_kick_111.wav,kick
./outputs/kick/SKURABRST_kick_space.wav,kick
./outputs/kick/MAT_ZO_kick_105.wav,kick
./outputs/kick/BBL_kick_woodstock_deep.wav,kick
./outputs/kick/ELX_BTD_kick_short_sub.wav,kick
./outputs/kick/CHE_Kick_10.wav,kick
./outputs/kick/RKU_OCR_Kick_Trunk.wav,kick
./outputs/kick/JH_Kicks_Strong.wav,kick
./outputs/kick/CHE_Kick_04.wav,kick
./outputs/kick/EKALI_kick_dark_matter.wav,kick
./outputs/kick/SOULSURPLUS_fromscratch_one_shot_kick_echo.wav,kick
./outputs/kick/MAT_ZO_kick_59.wav,kick
./outputs/kick/KSHMR_Distorted_Kick_01_C.wav,kick
./outputs/kick/MAT_ZO_kick_71.wav,kick
./outputs/kick/cj_kick_one_shot_live_mid_skul.wav,kick
./outputs/kick/LLTXS_texcore_kick_one_shot_ltbk_03_F.wav,kick
./outputs/kick/SO_CSGR_kick_dogwood.wav,kick
./outputs/kick/LF_kick_05.wav,kick
./outputs/kick/XG_kick_one_shot_taurus_v2.wav,kick
./outputs/kick/2sg_kick_bingo.wav,kick
./outputs/kick/tp_ud&b_kick_synergy.wav,kick
./outputs/kick/OE_Kick_41_A.wav,kick
./outputs/kick/GS_SB_KICK_REGI.wav,kick
./outputs/kick/ukg_kick_spirit.wav,kick
./outputs/kick/EKALI_kick_rap.wav,kick
./outputs/kick/EK_kick_knock.wav,kick
./outputs/kick/MAT_ZO_kick_64.wav,kick
./outputs/kick/ELX_BTD_kick_poppy.wav,kick
./outputs/kick/MAT_ZO_kick_58.wav,kick
./outputs/kick/SOPHIE_sub_with_kick_02_G.wav,kick
./outputs/kick/tp_tbsdb3_kick_night_shift_v2.wav,kick
./outputs/kick/GRANDTHEFT_kick_easy_go_vip.wav,kick
./outputs/kick/RKU_BLN_KICK048.wav,kick
./outputs/kick/CHE_Kick_11.wav,kick
./outputs/kick/XG_kick_one_shot_zodiac_v2.wav,kick
./outputs/kick/OS_UT_Kick_2.wav,kick
./outputs/kick/ah_kick_gust.wav,kick
./outputs/kick/MAT_ZO_kick_110.wav,kick
./outputs/kick/RKU_LSS_Kick_One_Shot_Woi_2.wav,kick
./outputs/kick/SOPHIE_kick_wet_10.wav,kick
./outputs/kick/MAT_ZO_kick_138.wav,kick
./outputs/kick/JUST_kick_tremble.wav,kick
./outputs/kick/JUST_kick_soft.wav,kick
./outputs/kick/RKU_LSS_Kick_One_Shot_Psych_4.wav,kick
./outputs/kick/SOPHIE_kick_wet_28.wav,kick
./outputs/kick/DKVPZ_kick_one_shot_house_01.wav,kick
./outputs/kick/cj_kick_one_shot_live_mid_worm.wav,kick
./outputs/kick/JUST_kick_little.wav,kick
./outputs/kick/OS_UT_Kick_6.wav,kick
./outputs/kick/EKALI_kick_punchy_as_hell.wav,kick
./outputs/kick/TYNAN_kick_extra_tight.wav,kick
./outputs/kick/JUST_kick_light_side.wav,kick
./outputs/kick/RKU_BLN_KICK058.wav,kick
./outputs/kick/CHE_Kick_15.wav,kick
./outputs/kick/CHE_Kick_01.wav,kick
./outputs/kick/ukg_kick_aries.wav,kick
